question,answer
Nick'in George'dan iki kat fazla şekerlemesi vardı. Sonra George 5 şekerleme yedi. Şimdi George'un 3 şekerlemesi kaldı. Nick'in kaç şekerlemesi var?,16
"Jackson lale dikmektedir. Bir sıraya 6 kırmızı lale ve 8 mavi lale sığdırabilmektedir. Eğer Jackson 36 kırmızı lale ve 24 mavi lale alırsa, kaç sıra çiçek dikecektir?",9
"Martha'nın kedisi, kaplumbağasından 5 kat daha hızlıdır. Eğer kedi saniyede 15 feet koşabiliyorsa, kaplumbağası 40 saniyede kaç feet sürünebilir?",120
"Janeth 2000 dolar ödünç aldı ve miktarın ekstra %10'u ile geri ödeyeceğine söz verdi. Eğer ayda 165 dolar ödeyerek 12 ay boyunca ödeme yapacaksa, o zaman Janeth'in kalan borcu ne kadar olacak?",220
"Mark'ın banka hesabında 50 doları var. İşinde günde 10 dolar kazanıyor. 300 dolarlık bir bisiklet almak istiyorsa, Mark paranın biriktirmesi için kaç gün çalışmalıdır?",25
"Bir sepet yeşil yiyecek 25 dolara mal oluyor ve bir sepet kırmızı yiyecek 18 dolara mal oluyor. Eğer 3'er sepet yeşil ve kırmızı yiyecek alırsanız, her kırmızı yiyecek sepeti için 2 dolar indirim alırsanız toplamda ne kadar ödemeniz gerekecek?",123
"Freda konserve domatesleri sos yapmak için pişirdiğinde, yarı yarıya hacim kaybediyorlar. Kullandığı her 16 ons domates konservesi içinde üç domates bulunuyor. Freda'nın son domates sosu partisi 32 ons sos yaptı. Freda kaç domates kullandı?",12
200 tane 5. sınıf öğrencisinin 2/5'i erkek ve kızların 2/3'ü izci kızlardadır. Kaç kız izci kızlarda değildir?,40
Gabriel 10000 dolarlık bir araba ve 800 dolarlık bir telefon almak istiyor. Gabriel hafta sonları çalışarak 5000 dolar biriktirdi ve kardeşi ona yardım etmek için 200 dolar verdi. Gabriel'in hala ne kadar paraya ihtiyacı var?,5600
"Adrian'ın yaşı Harriet'in yaşının üç katıdır ve Harriet, Zack'in yaşının yarısı kadardır. Harriet şu anda 21 yaşındaysa, üç yıl sonra üçünün ortalama yaşını hesaplayın.",45
"Siobhan'ın Aaron'dan 2 daha az mücevheri var. Aaron'un mücevher sayısı, Raymond'ın mücevher sayısının yarısından 5 fazla. Eğer Raymond'ın 40 mücevheri varsa, Siobhan'ın kaç mücevheri vardır?",23
"Juan ve kardeşi Carlos limonata satıyorlar. Her galon için limonlara 3 dolar ve şekere 2 dolar harcıyorlar. Her bardağı 0,50 dolardan satıyorlar ve her galondan 20 bardak çıkıyor. 25 dolar kar ettilerse, limonlara ne kadar harcadılar?",15
İskoçya'da 220 tane kale var. Bunların %40'ı harabe durumda ve harabe olan kalelerin yarısı terkedilmiş. İskoçya'da kaç tane terkedilmiş harabe kale var?,44
Bayan Smith'in bahçesinde 100 bitki var. Bitkilerin dörtte biri iç mekan bitkileridir. Kalanların üçte ikisi dış mekan bitkileri iken geri kalanlar çiçekli bitkilerdir. Bitkilerin yüzde kaçı çiçekli bitkilerdir?,25
"Hannah her koştuğu kilometre başına 60 ml su içmelidir. Eğer spor öğretmeni ona 8 tur koşmasını söyler ve her tur 0.25 km ise, Hannah kaç mililitre su içmelidir?",120
"Parmesan peynirinin fiyatı pound başına 11 dolar. Mozzarella peyniri pound başına 6 dolar. Amor 2 pound Parmesan ve 3 pound mozzarella peyniri alıyor. 50 dolar nakitle başlıyorsa, et almak için kaç doları kalır?",10
"Elise yazmayı öğreniyor ve alfabeyi ezberleyene kadar tekrar tekrar yazmaya karar veriyor. Alfabeyi iki kez tamamen, bir kez de yarısını yazıyor, sonra yazdığı her şeyi tekrar yazıyor. Elise toplamda kaç harf yazmıştır?",130
"Nathan'ın her zıplamada başlangıç yüksekliğinin 2/3'ü kadar zıplayan bir zıp zıp topu var. Eğer onu alışveriş merkezinin her katı 24 feet yükseklikte olan üçüncü kat balkonundan bırakırsa, top ikinci zıplamasında ne kadar yüksek gider?",32
"Sis bankası okyanustan gelerek bir şehri kaplıyor. Şehrin her 3 milini kaplaması 10 dakika sürüyor. Şehir, okyanus kıyısından karşı iç kısıma kadar 42 mil genişliğindeyse, sis bankasının tüm şehri kaplaması kaç dakika sürecek?",140
"Sam Pazartesi, Çarşamba ve Cuma günleri 3 mil koştu. Salı ve Perşembe günleri ise 5 mil koştu. Sam bu hafta toplam kaç mil koştu?",19
Rose bir düzine yumurtayı 2.40 dolardan beş düzine satın aldı. Üç yumurtayı 1 dolardan satacak. Rose'un karı ne kadar olacak?,8
"Gretchen'in bazı bozuk paraları var. Gümüş paralardan 30 fazla altın parası var. Eğer 70 altın parası olsaydı, Gretchen'in toplamda kaç parası vardı?",110
"Chenny 10 yaşındadır. Alyana, Chenny'den 4 yaş küçüktür. Anne, Alyana'dan 2 yaş büyükse, kaç yaşındadır?",8
"Ricardo bahçesinde domates ve patlıcan yetiştirir. Her domates bitkisi 22 domates verirken, her patlıcan bitkisi 4 patlıcan verir. O, 5 domates bitkisi ve 8 patlıcan bitkisi dikti. Ricardo bitkilerinden kaç meyve alabilir?",142
"Joe'nun Robert'tan iki kat fazla arabası var. Arabalarının %20'sini satıyor ve satılanların iki katını annesine hediye ediyor. Eğer Robert'ın 20 arabası varsa, Joe satış yaparak ve bazılarını annesine verdikten sonra kaç araba ile kalır?",16
Bruce Salı günü 5 saat çalışır. Çarşamba günü Salı günü çalıştığı sürenin iki katı kadar çalışır. Perşembe günü ise Çarşamba günü çalıştığı süreden 2 saat daha az çalışır. Bruce bu üç günde toplam kaç saat çalışır?,23
Bay Boarden banyosunu yeniden düzenliyor. Her bir kare ayak için 24 mozaik karosu gerekiyor. Bay Boarden'ın 36 metrekarelik banyosunun üçte ikisini kaplamak için kaç mozaik karosu gerekecektir?,576
"Jam'ın içi kalem dolu üç kutusu ve toplamda 26 kalem eden 2 ayrı kalemi var. Eğer onun kız kardeşi Meg'in 46 kalemi varsa, Jam ve Meg tüm kalemlerini saklamak için kaç kutuya ihtiyaç duyarlar?",9
"Charisma her gün 8 saat çalışır. Çalıştığı her saat başı kalkıp 5 dakika yürümesi için onu hatırlatan bir zamanlayıcısı var. Ofiste 5 gün geçirdikten sonra, toplam kaç dakika yürümüş olur?",200
"Anna yerel kütüphanesi için kitap almaya çalışıyor. Bütçesi 16 dolar ve şimdiden 4 dolar harcadı. Bugün de 2 kitap aldı ve her iki kitap da ona aynı miktarda paraya mal oldu. Anna'nın bütçesinde 2 dolar kaldıysa, her bir kitap ne kadar tuttu?",5
Bir meyve satıcısı 80 dolar karşılığında 50 karpuz satın aldı. Hepsi %25 karla satıldı. Her bir karpuz ne kadara satıldı?,2
"David'ın 12.48 doları var ve hırdavatçıdaki bir kutudan 16 somun almak istiyor. Her somunun fiyatı 0.03 dolar. David, somunları ödedikten sonra ne kadar parası kalmıştır?",12
Bir sokağı yeniden asfaltlamak için her metre başına 194 dolar ödeniyor. Monica'nın sokağı 150 metre uzunluğunda. Lewis'in 490 metre uzunluğundaki sokağını yeniden asfaltlamak ne kadar daha fazla tutar?,"65,960"
Greg her hafta 4 adet tek kişilik yatak ve 1 adet king boy yatak için temiz çarşaflar serer. Çamaşır makinesi bir seferde sadece 2 adet tek kişilik ve 1 adet king boy çarşaf takımı yıkamasına izin vermektedir. Bir yıl içinde kaç yıkama yapar?,156
"James bir günde 600 gazete dağıtır. 198 gazeteyi A Bölgesi'ne, bir kısmını B Bölgesi'ne ve 209 gazeteyi C Bölgesi'ne dağıtır. B Bölgesi'ne kaç gazete dağıtır?",193
"Bazı insanlar terminalde bir otobüse bindi. İlk durakta 5 kişi daha bindi. Sonra ikinci durakta 7 kişi indi ve 8 kişi daha bindi. Eğer üçüncü durağa doğru toplamda 20 kişi gidiyorsa, terminalde otobüse kaç kişi bindi?",14
"Skyler'ın elinde kırmızı, mavi ve beyaz renklerde 100 şapka var. Şapkaların yarısı kırmızı, kalan şapkaların 3/5'i mavi ve geri kalanlar beyaz. Skyler'ın kaç beyaz şapkası var?",20
"Dylan, bir partide sosisli sandviç yapmak için tavuk sosis ve balık sosis ihtiyacı duydu. 38 tavuk sosis aldı ve tavuk sosislerden 6 fazla balık sosis aldı. Dylan toplamda kaç sosis aldı?",82
"Bir konsey yeni bir düzenleme üzerine oy kullanmak için toplandı. Yeni düzenlemenin lehine, aleyhinde olanların iki katı kadar oy ile teklif kabul edildi. Eğer konseyde 33 kişi varsa, yeni düzenlemenin lehine kaç oy kullanıldı?",22
"Tommy, hayır kurumuna destek toplamak için brownie'leri dilim başına 3 dolar, cheesecake'leri ise dilim başına 4 dolardan satıyor. Tommy 43 brownie ve 23 dilim cheesecake sattığında, toplamda ne kadar para toplar?",221
Carl on paket kurabiye alır. Her pakette altı kurabiye vardır. Her kurabiye 10 senttir. Carl 10 dolarlık banknotla öderse ne kadar para üstü alır?,4
"Digimon'un 20. yıl dönümüydü. Çıktığında John, Jim'in iki katı yaşındaydı. Eğer John şimdi 28 yaşındaysa, Jim kaç yaşında?",24
"Bir sonraki sınıfa geçmek için Jane'in toplamda en az 42 puan alması gereken 3 sınavı vardır. İlk sınavda Jane 15 puan, ikinci sınavda 18 puan aldı. Üçüncü sınavda geçmek için alması gereken minimum puan sayısı nedir?",9
Bir fırın her gün 60 somun ekmek üretir. Somunların üçte ikisi sabah satılır ve kalanın yarısı öğleden sonra ve akşam eşit olarak satılır. Öğleden sonra kaç somun ekmek satılır?,10
"John 6 ayak uzunluğunda ve 4 ayak genişliğinde, 5 ayak derinliğinde bir havuzu dolduruyor. Her kübik ayak doldurmak için 10 sent maliyeti var. Havuzu doldurmak ne kadar tutar?",12
"Tom'un restoranı her gece 6 rezervasyon alıyor. Genellikle her biri 5 dolar olan 2 yemek ve 5 dolarlık bir şişe şarap sipariş ediyorlar. Haftada 2 gün açıksalar, bir haftada ne kadar kazanırlar?",180
"Lloyd'ın bir yumurta çiftliği var. Tavukları günde 252 yumurta üretiyor ve o, her düzineyi 2 dolara satıyor. Lloyd haftada yumurtalardan ne kadar kazanır?",294
"Tracy bahçedeki domates bitkilerini desteklemek için 4 feet uzunluğunda bir tel parçası kullandı. Tel, 6 inç uzunluğunda parçalara kesildi. Kaç parça elde etti?",8
"Manolo beş lolipop ve 3.20 dolar tutarında dört şekerleme satın aldı. Her bir lolipop 0.40 dolar ise, 10 lolipop ve 10 şekerleme ona ne kadara mal olur?",7
"Shondra'nın Toni'den 7 daha az bitkisi var. Toni'nin Frederick'ten %60 daha fazla bitkisi var. Eğer Frederick'in 10 bitkisi varsa, Shondra'nın kaç bitkisi vardır?",9
"Argo'nun 200 oyuncağı var. Alyssa'ya 40 oyuncağı, Bonnie'ye 80 oyuncağı ve Nicky'ye 30 oyuncağı veriyor. Argo'nun şimdi kaç oyuncağı kaldı?",50
"Daisy 5 pound ağırlığında bir patates çuvalı aldı. Ayrıca, patateslerin ağırlığının 2 katı kadar ağırlığında bir tatlı patates çuvalı ve tatlı patateslerden 3 pound daha hafif bir havuç çuvalı aldı. Daisy kaç pound havuç aldı?",7
"Maria bir hisse senedinden 8 adet 8 dolardan satın alır. Hisse senedinin fiyatı Maria'nın elinde tuttuğu ilk yıl %50 artar, ardından ikinci yıl %25 azalır. Maria'nın tüm hisselerinin son değeri nedir?",72
"Bethany bir saat içinde pistte 10 tur koşabilir. Trey, Bethany'den 4 tur daha fazla koşabilir. Shaelyn, Trey'in koştuğu turların yarısı kadar koşabilir. Quinn, Shaelyn'den 2 tur daha az koşabilir. Bethany, Quinn'e göre kaç tur daha fazla koşabilir?",5
"Bir çuval un 8 eşit parçaya bölünerek her biri 2 kilogram olacak şekilde ayrılmıştır. Toplamda üç çuvalda, bölünmeden önce kaç kilogram un vardı?",48
"Katy, şeker ve suyu 7:13 oranında kullanarak kahve yapar. Toplamda 120 tatlı kaşığı şeker ve su kullandıysa, kaç tatlı kaşığı şeker kullandığını hesaplayın.",42
"Rosie saatte 10 mil hızla 3 saat koşabilir. Bundan sonra, saatte 5 mil hızla koşar. 7 saatte kaç mil koşabilir?",50
"Janet alışveriş merkezine gider ve dondurma için 3,50 dolar, kendisi ve küçük kız kardeşi için sinema biletleri başına 7,50 dolar ve bir bilezik için 8,50 dolar harcar. Eğer ebeveynleri ona 40 dolar verdiyse, geriye kaç doları kalmıştır?",13
"Eğer her saniye, köpüren bir pınar yeni bir denizanası yaratıyorsa, aynı hızla çalışan 5 pınar 4 saat içinde kaç denizanası yaratır?",72000
"Colorado Şehri, Colorado Nehri'nin suyunun %40'ını kullanmaktadır. Eğer bu suyun %80'i endüstriyel amaçlar için kullanılıyorsa, nehirdeki toplam suyun yüzde kaçı şehir tarafından endüstriyel olmayan amaçlar için kullanılmaktadır?",8
"Yeni bir çift ayakkabıyı açmak için 240 dakika yürümek gerekiyor. Jason üç hafta içinde atletizm takımına seçmeler için denemek istiyor. Eğer yeni ayakkabıları açmak için haftada 4 gün yürüyebilirse, her gün ne kadar süre yürümesi gerekiyor?",20
"Pierre, Paul ve Jacques 12 kg elma aldı. Peter bunun dörtte birini ve Paul bunun üçte birini istiyor. James'in kaç kilogramı kalır?",5
"Mike'ın öğretmeni, 200 sayfalık bir kitabı ödev olarak verir. Ödev 30 gün içinde tamamlanmalıdır. Mike her gün 10 sayfa okumayı planlıyor. Mike, okumasını son teslim tarihinden kaç gün önce bitirecek?",10
"Robert bahçesinin etrafına 15 ayak uzunluğunda, 10 ayak genişliğinde dikdörtgen şeklinde bir ahşap çit yapıyor. İnşa ettiği her ayak çit için 2 adet ahşap lata gerekiyor. Kaç adet ahşap lata ihtiyacı olacak?",100
"Bir evcil hayvan dükkanında 6 kafes kemirgen vardı. Kafeslerin 3'ünde 10'ar hamster, diğer 3'ünde ise 5'er guinea pig vardı. Evcil hayvan dükkanında toplam kaç kemirgen vardı?",45
"Abimden üç yaş küçüğüm ve kız kardeşimden iki yaş büyüğüm. Annemin yaşı, abimin yaşının üç katından bir eksik. Tüm yaşlarımızı topladığınızda 87 oluyor. Ben kaç yaşındayım?",13
"Carl'ın boyunun yarısı kadar uzunlukta bir bastonu var. Carl, kardeşi Ned'den bir ayak daha uzun. Ve Ned, kuzeni Isabel'den iki ayak daha kısa. Eğer Isabel 7 ayak uzunluğundaysa, Carl'ın bastonu kaç ayak uzunluğundadır?",3
Adrianne bileklik yapmak için farklı çeşitlerde boncuk topluyor. Annesi ona 20 metal boncuk verdi. Kız kardeşi annesinden on boncuk daha fazla verdi ve arkadaşı annesinin verdiğinin iki katı kadar boncuk verdi. Adrianne'nin toplamda kaç boncuğu oldu?,90
Adam parktaki en büyük hız trenine binmek istiyor. Buna binmek için en az 4 feet boyunda olmak gerekiyor. Adam'ın boyu 40 inç ve her yıl 2 inç uzuyor. Boyu yetecek kadar uzaması için kaç yıl geçmesi gerekiyor?,4
"Gerald ve Julia 100 doları 3:2 oranında böldü. Eğer Gerald bir kitaba 10 dolar harcadıysa, geriye ne kadar parası kaldı?",50
"Buford her yıl birçok çek yazar. Ayda bir kez elektrik faturasını ödemek için çek yazar. Ayrıca her ay gaz faturası için de bir çek yazar. Ayda iki kez kiliseye çek yazar. Ve üç ayda bir, haşere ve çim servisine çek yazar. Buford yılda kaç çek yazar?",52
"Beş kişilik bir ailede, üç kişi her gün üçer yumurta yerken, geri kalanlar günde ikişer yumurta yer. Eğer her gün yumurta yerlerse, aile bir haftada kaç yumurta tüketir?",91
"Eliza'nın haftada ilk 40 saat için saat başına ücreti 10 dolar. Ayrıca, normal saatlik ücretinin 1.2 katı kadar fazla mesai ücreti alıyor. Eğer Eliza bu hafta 45 saat çalıştıysa, bu haftaki kazancı ne kadar?",460
"İki kız, 24 litre suyun her biri 1/6'sını aldı. Sonra bir erkek çocuk 6 litre su aldı. Geriye kaç litre su kaldı?",10
"Michael ortalama saatte 50 km hızla (benzin almak, dinlenmek vb. gerekli duraklamalar dahil) otobanda seyahat ediyor. Eğer bu şekilde 3 gün devam ederse ve Alaska ile Teksas arasındaki mesafe 6000 km ise, bu mesafenin yüzde kaçını kat etmiş olur?",60
"Bayan Harrington pazardan 12 kutu portakal aldı. Annesine ve kız kardeşine ikişer kutu portakal verdi. Sonra portakalların 1/4'ünü kendine ayırdı ve geri kalanını sattı. Her kutuda 20 portakal varsa, Bayan Harrington kaç portakal sattı?",120
"Dora, 6 dolarlık bir atlama ipi, 11 dolarlık bir masa oyunu ve 2 dolarlık bir oyun topu almak istiyor. Harçlığından 2 dolar biriktirmiş ve annesi ona 16 dolar vermiş. Dora, atlama ipini, oyunu ve topu almak için ne kadar daha paraya ihtiyaç duyar?",1
Çarşamba günü John 4 muz toplar. Daha sonra Perşembe günü 6 muz toplar. Cuma günü ise Çarşamba günü topladığının üç katı kadar muz toplar. John'un toplam kaç muzu var?,22
"Bill her gün 300 adet rulo, 120 adet çikolatalı kruvasan ve 60 adet baget pişirir. Her rulo 4 inç, her kruvasan 6 inç ve her baget iki ayak uzunluğundadır. Bill tüm pişmiş ürünleri uç uca koyarsa, toplam uzunluk kaç ayak olur?",280
"Belirli bir hane halkındaki her birey her öğünde 0.2 kg pirinç tüketmektedir. Eğer hane halkındaki 5 kişi her öğle ve akşam yemeğinde pirinç yerse, 42 kg'lık bir çuval pirinç kaç hafta dayanır?",3
"Sadie Pazartesi günü 8 saat uyudu. Sonraki iki gün, bazı ödevleri tamamlaması gerektiği için her gün 2 saat daha az uyudu. Eğer haftanın geri kalanında bu iki günden 1 saat fazla uyduysa, tüm hafta boyunca toplam kaç saat uyumuş oldu?",48
"Ördekler hayatta kalmak için her hafta 3,5 pound böcek yemek zorundadır. Eğer on ördekten oluşan bir sürü varsa, günde kaç pound böcek yemeleri gerekmektedir?",5
"Katina'nın birikim hesabında 3000 doları var. Eğer her ay hesaptan 100 dolar çekerse, 2 yıl sonra hesapta ne kadar para kalır?",600
"Derrick her gün 10 düzine (120 adet) donut yapan bir fırına sahiptir ve her birini 2 dolardan satmaktadır. Derrick, tüm donutları sattığı takdirde Haziran ayında ne kadar para kazanır?",7200
Çiftçi Brown'un çiftliğinde ya tavuk ya da inek olan 60 hayvanı var. İneklerin sayısının iki katı kadar tavuğu var. Tüm hayvanların toplamda kaç bacağı var?,160
Juan fırınına menüsüne kruvasan eklemek istiyor. Bir düzine kruvasan yapmak için 1/4 pound tereyağı gerekiyor. Haftada bir gün için günde 4 düzine yaparak başlamak istiyor. Bu kruvasanları yapmak için kaç pound tereyağına ihtiyacı olacak?,7
"Richard, Jerry ve Robert 60 kirazı paylaşacaklar. Eğer Robert'ın 30 kirazı varsa ve Richard'dan 10 fazlası varsa, Robert'ın Jerry'den kaç fazla kirazı vardır?",20
"Öğrenci konseyi seçiminde, aday A oyların %20'sini alırken, aday B aday A'nın oylarının %50 fazlasını aldı. Geriye kalan oylar aday C'ye verildi. Eğer 100 seçmen varsa, aday C kaç oy aldı?",50
"Tom ayda 4 kez araba yıkatıyor. Eğer her araba yıkama 15 dolar ise, bir yılda ne kadar öder?",720
"Jill saat başına öğretmenlik yapmak için 20 dolar, liderlik koçluğu yapmak için 30 dolar alıyor. Eğer yılda 50 hafta, haftada 35 saat öğretmenlik ve haftada 15 saat koçluk yaparsa, yıllık maaşı ne olur?",57500
"Charlie'nin botları Sophie'nin botlarının beş katı büyüklüğünde. Eğer Sophie'nin botları beş numara ise, ikisinin giydiği ayakkabının ortalama numarası nedir?",15
"Bir yarışta 240 Asyalı vardı, 80'i Japondu ve geri kalanı Çinliydi. Çin takımındaki erkek sayısı 60 ise, Çin takımında kaç kız vardı?",100
"John kendisi, 2 çocuğu ve eşi için yeni telefonlar almaya karar verir. İlk 2 telefon sonrası her telefon yarı fiyatına. Eğer telefonun fiyatı 600 dolar ise hepsi için toplam ne kadar ödedi?",1800
"Samwell bir beyaz eşya mağazası sahibi. Bu hafta, satışlarının dörtte biri akıllı televizyonlar, sekizde biri analog televizyonlar ve geri kalanı OLED televizyonlar. Toplamda 40 televizyon satabildilerse, kaç tane OLED televizyon satabilmişlerdir?",25
Mark yüzde 20 kazanma şansına sahip bir piyango bileti alır ve kazanma olasılığı üç kat daha yüksek olan ikinci bir piyango bileti alır. İki biletin de kazanma ihtimali yüzde olarak ifade edildiğinde nedir?,12
Steve 60 yaşındadır. Karısı ondan 4 yaş büyüktür. Oğulları şu anda annesinin yaşının yarısı kadar yaşındadır ve oğullarının karısı kocasından 3 yaş küçüktür. Steve'in gelini kaç yaşındadır?,29
"Bir kişi bir evin yarısını 5 günde boyayabiliyorsa, 5 kişi bir tüm evi boyamak için kaç saat harcar?",48
"Jen haftada 6 gün günde 7.5 saat çalışır. Saatlik ücreti 1.5 dolar. Jen, tam katılım sağladığı takdirde ekstra 10 dolar alır. Diyelim ki Jen Nisan ayında hiç devamsızlık yapmadı ve Nisan'da tam olarak 4 hafta var, Jen ne kadar alacak?",280
"Bir tüccar, çiftçiden her biri 20 dolar olan bir miktar buğday çuvalı satın alır. Her çuvalı çiftlikten depoya taşımak 2 dolara mal oluyorsa ve tüccar, her bir çuvalı 30 dolardan satarak toplamda 400 dolar kar elde ettiyse, kaç çuval satmıştır?",50
Bir otobüs saatte 60 mil hızla 5 saat boyunca seyahat eder. Bir araba saatte 30 mil hızla 8 saat boyunca seyahat eder. Otobüs arabadan kaç mil daha fazla gitmiştir?,60
"Stetson, her yediği portakal için Alec'e 10 dolar vereceği konusunda bahse girdi. Çiftlikteyken, Stetson topladıkları portakalların 2/5'ini yedi. Eğer 60 portakal topladılarsa, Stetson'un toplam ne kadar para vazgeçtiğini hesaplayın?",240
"Beslenme bilgilerine göre, bir paket cipsin porsiyon başına 250 kalorisi var. Eğer 300g'lık bir pakette 5 porsiyon varsa, günlük kalori hedefiniz 2000 ve zaten 1800 kalori tükettiyseniz, kaç gram yiyebilirsiniz?",48
"Ian'ın 40 feet uzunluğunda bir tahtası var. İki parça elde edebilmek için bir kesim yapmaya karar verir. Daha uzun parça, daha kısa parçadan 4 kat daha uzundur. Daha uzun parça ne kadar uzundur?",32
"Peter, Paul ve Jean'ın toplam yaşı 100 yaşındadır. Paul'un yaşı, John'dan 10 yaş büyüktür ve Peter'ın yaşı, Paul ile John'un yaşlarının toplamına eşittir. Peter'ın yaşını bulun.",50
"Bob büyük bir otel için çamaşır yıkama işinden sorumludur. Her odada iki çarşaf, bir yorgan, çarşafların iki katı kadar yastık kılıfı ve yastık kılıflarının iki katı kadar havlu bulunmaktadır. 80 odada kaç parça çamaşır vardır?",1200
Ted başlangıçta 200 doları var. Her biri 16 dolardan 3 kitap ve her biri 6 dolardan 3 kalem alıyor. Toplamda ne kadar harcadı?,66
Joseph'un Mayıs ayındaki harcaması 500 dolar idi. Haziran ayında harcaması 60 dolar daha azdı. Bu iki ay için toplam harcaması ne kadar oldu?,940
"Molly kız kardeşi için bir doğum günü partisi düzenliyor ve 16 kişiyi davet etti. 10 kişi kişi başı 6,50 dolar olan tavuk salatasını istiyor ve 6 kişi kişi başı 6 dolar olan makarna salatasını istiyor. Molly catering için toplam ne kadar ödeyecek?",101
"Greta ve Celinda kurabiye yapıyorlar. Greta 30 kurabiye pişiriyor ve Celinda iki kat fazla pişiriyor. Eğer ikili, kurabiyeler soğurken 10 tanesini yerlerse ve geri kalanını bir kutuya koyarlarsa, kutuda kaç kurabiye vardır?",80
"Mason saatte 8 mil hızla bisiklet yolculuğunda. 4 saat yol alıyor, biraz dinleniyor ve ardından başka 6 saat daha devam ediyor. Toplamda kaç mil yol almıştır?",80
